"","Participant_Public_ID","Task_Name","Question_Key","Response"
"115","wyly5896","self construal-dependence/independence","SCDP_25",4
"116","wyly5896","self construal-dependence/independence","SCDP_26",5
"117","wyly5896","self construal-dependence/independence","SCDP_27",6
"118","wyly5896","self construal-dependence/independence","SCDP_28",6
"119","wyly5896","self construal-dependence/independence","SCDP_29",2
"120","wyly5896","self construal-dependence/independence","SCDP_30",5
"121","ucjf5it7","self construal-dependence/independence","SCDP_1",5
"122","ucjf5it7","self construal-dependence/independence","SCDP_2",5
"123","ucjf5it7","self construal-dependence/independence","SCDP_3",7
"124","ucjf5it7","self construal-dependence/independence","SCDP_4",6
"125","ucjf5it7","self construal-dependence/independence","SCDP_5",4
"126","ucjf5it7","self construal-dependence/independence","SCDP_6",6
"127","ucjf5it7","self construal-dependence/independence","SCDP_7",4
"128","ucjf5it7","self construal-dependence/independence","SCDP_8",4
"129","ucjf5it7","self construal-dependence/independence","SCDP_9",3
"130","ucjf5it7","self construal-dependence/independence","SCDP_10",6
"131","ucjf5it7","self construal-dependence/independence","SCDP_11",7
"132","ucjf5it7","self construal-dependence/independence","SCDP_12",5
"133","ucjf5it7","self construal-dependence/independence","SCDP_13",3
"134","ucjf5it7","self construal-dependence/independence","SCDP_14",7
"135","ucjf5it7","self construal-dependence/independence","SCDP_15",5
"136","ucjf5it7","self construal-dependence/independence","SCDP_16",6
"137","ucjf5it7","self construal-dependence/independence","SCDP_17",7
"138","ucjf5it7","self construal-dependence/independence","SCDP_18",4
"139","ucjf5it7","self construal-dependence/independence","SCDP_19",6
"140","ucjf5it7","self construal-dependence/independence","SCDP_20",5
"141","ucjf5it7","self construal-dependence/independence","SCDP_21",6
"142","ucjf5it7","self construal-dependence/independence","SCDP_22",6
"143","ucjf5it7","self construal-dependence/independence","SCDP_23",3
"144","ucjf5it7","self construal-dependence/independence","SCDP_24",4
"145","ucjf5it7","self construal-dependence/independence","SCDP_25",6
"146","ucjf5it7","self construal-dependence/independence","SCDP_26",4
"147","ucjf5it7","self construal-dependence/independence","SCDP_27",4
"148","ucjf5it7","self construal-dependence/independence","SCDP_28",5
"149","ucjf5it7","self construal-dependence/independence","SCDP_29",4
"150","ucjf5it7","self construal-dependence/independence","SCDP_30",5
"151","u4ckj0xb","self construal-dependence/independence","SCDP_1",6
"152","u4ckj0xb","self construal-dependence/independence","SCDP_2",6
"153","u4ckj0xb","self construal-dependence/independence","SCDP_3",4
"154","u4ckj0xb","self construal-dependence/independence","SCDP_4",5
"155","u4ckj0xb","self construal-dependence/independence","SCDP_5",7
"156","u4ckj0xb","self construal-dependence/independence","SCDP_6",7
"157","u4ckj0xb","self construal-dependence/independence","SCDP_7",7
"158","u4ckj0xb","self construal-dependence/independence","SCDP_8",6
"159","u4ckj0xb","self construal-dependence/independence","SCDP_9",6
"160","u4ckj0xb","self construal-dependence/independence","SCDP_10",4
"161","u4ckj0xb","self construal-dependence/independence","SCDP_11",6
"162","u4ckj0xb","self construal-dependence/independence","SCDP_12",5
"163","u4ckj0xb","self construal-dependence/independence","SCDP_13",5
"164","u4ckj0xb","self construal-dependence/independence","SCDP_14",7
"165","u4ckj0xb","self construal-dependence/independence","SCDP_15",7
"166","u4ckj0xb","self construal-dependence/independence","SCDP_16",6
"167","u4ckj0xb","self construal-dependence/independence","SCDP_17",6
"168","u4ckj0xb","self construal-dependence/independence","SCDP_18",6
"169","u4ckj0xb","self construal-dependence/independence","SCDP_19",2
"170","u4ckj0xb","self construal-dependence/independence","SCDP_20",6
"171","u4ckj0xb","self construal-dependence/independence","SCDP_21",2
"172","u4ckj0xb","self construal-dependence/independence","SCDP_22",6
"173","u4ckj0xb","self construal-dependence/independence","SCDP_23",2
"174","u4ckj0xb","self construal-dependence/independence","SCDP_24",4
"175","u4ckj0xb","self construal-dependence/independence","SCDP_25",6
"176","u4ckj0xb","self construal-dependence/independence","SCDP_26",6
"177","u4ckj0xb","self construal-dependence/independence","SCDP_27",6
"178","u4ckj0xb","self construal-dependence/independence","SCDP_28",6
"179","u4ckj0xb","self construal-dependence/independence","SCDP_29",6
"180","u4ckj0xb","self construal-dependence/independence","SCDP_30",2
"181","rcburgqm","self construal-dependence/independence","SCDP_1",4
"182","rcburgqm","self construal-dependence/independence","SCDP_2",3
"183","rcburgqm","self construal-dependence/independence","SCDP_3",4
"184","rcburgqm","self construal-dependence/independence","SCDP_4",5
"185","rcburgqm","self construal-dependence/independence","SCDP_5",4
"186","rcburgqm","self construal-dependence/independence","SCDP_6",4
"187","rcburgqm","self construal-dependence/independence","SCDP_7",4
"188","rcburgqm","self construal-dependence/independence","SCDP_8",4
"189","rcburgqm","self construal-dependence/independence","SCDP_9",3
"190","rcburgqm","self construal-dependence/independence","SCDP_10",5
"191","rcburgqm","self construal-dependence/independence","SCDP_11",2
"192","rcburgqm","self construal-dependence/independence","SCDP_12",4
"193","rcburgqm","self construal-dependence/independence","SCDP_13",4
"194","rcburgqm","self construal-dependence/independence","SCDP_14",4
"195","rcburgqm","self construal-dependence/independence","SCDP_15",3
"196","rcburgqm","self construal-dependence/independence","SCDP_16",3
"197","rcburgqm","self construal-dependence/independence","SCDP_17",4
"198","rcburgqm","self construal-dependence/independence","SCDP_18",4
"199","rcburgqm","self construal-dependence/independence","SCDP_19",2
"200","rcburgqm","self construal-dependence/independence","SCDP_20",5
"201","rcburgqm","self construal-dependence/independence","SCDP_21",3
"202","rcburgqm","self construal-dependence/independence","SCDP_22",5
"203","rcburgqm","self construal-dependence/independence","SCDP_23",4
"204","rcburgqm","self construal-dependence/independence","SCDP_24",5
"205","rcburgqm","self construal-dependence/independence","SCDP_25",3
"206","rcburgqm","self construal-dependence/independence","SCDP_26",5
"207","rcburgqm","self construal-dependence/independence","SCDP_27",4
"208","rcburgqm","self construal-dependence/independence","SCDP_28",4
"209","rcburgqm","self construal-dependence/independence","SCDP_29",3
"210","rcburgqm","self construal-dependence/independence","SCDP_30",4
"211","p1el4un1","self construal-dependence/independence","SCDP_1",6
"212","p1el4un1","self construal-dependence/independence","SCDP_2",6
"213","p1el4un1","self construal-dependence/independence","SCDP_3",1
"214","p1el4un1","self construal-dependence/independence","SCDP_4",6
"215","p1el4un1","self construal-dependence/independence","SCDP_5",6
"216","p1el4un1","self construal-dependence/independence","SCDP_6",6
"217","p1el4un1","self construal-dependence/independence","SCDP_7",6
"218","p1el4un1","self construal-dependence/independence","SCDP_8",1
"219","p1el4un1","self construal-dependence/independence","SCDP_9",7
"220","p1el4un1","self construal-dependence/independence","SCDP_10",5
"221","p1el4un1","self construal-dependence/independence","SCDP_11",3
"222","p1el4un1","self construal-dependence/independence","SCDP_12",1
"223","p1el4un1","self construal-dependence/independence","SCDP_13",7
"224","p1el4un1","self construal-dependence/independence","SCDP_14",4
"225","p1el4un1","self construal-dependence/independence","SCDP_15",7
"226","p1el4un1","self construal-dependence/independence","SCDP_16",5
"227","p1el4un1","self construal-dependence/independence","SCDP_17",1
"228","p1el4un1","self construal-dependence/independence","SCDP_18",7
"229","p1el4un1","self construal-dependence/independence","SCDP_19",5
"230","p1el4un1","self construal-dependence/independence","SCDP_20",6
"231","p1el4un1","self construal-dependence/independence","SCDP_21",1
"232","p1el4un1","self construal-dependence/independence","SCDP_22",7
"233","p1el4un1","self construal-dependence/independence","SCDP_23",1
"234","p1el4un1","self construal-dependence/independence","SCDP_24",7
"235","p1el4un1","self construal-dependence/independence","SCDP_25",7
"236","p1el4un1","self construal-dependence/independence","SCDP_26",4
"237","p1el4un1","self construal-dependence/independence","SCDP_27",6
"238","p1el4un1","self construal-dependence/independence","SCDP_28",5
"239","p1el4un1","self construal-dependence/independence","SCDP_29",5
"240","p1el4un1","self construal-dependence/independence","SCDP_30",1
"241","7ca8udou","self construal-dependence/independence","SCDP_1",5
"242","7ca8udou","self construal-dependence/independence","SCDP_2",5
"243","7ca8udou","self construal-dependence/independence","SCDP_3",2
"244","7ca8udou","self construal-dependence/independence","SCDP_4",4
"245","7ca8udou","self construal-dependence/independence","SCDP_5",6
"246","7ca8udou","self construal-dependence/independence","SCDP_6",6
"247","7ca8udou","self construal-dependence/independence","SCDP_7",6
"248","7ca8udou","self construal-dependence/independence","SCDP_8",3
"249","7ca8udou","self construal-dependence/independence","SCDP_9",6
"250","7ca8udou","self construal-dependence/independence","SCDP_10",5
"251","7ca8udou","self construal-dependence/independence","SCDP_11",5
"252","7ca8udou","self construal-dependence/independence","SCDP_12",5
"253","7ca8udou","self construal-dependence/independence","SCDP_13",6
"254","7ca8udou","self construal-dependence/independence","SCDP_14",6
"255","7ca8udou","self construal-dependence/independence","SCDP_15",5
"256","7ca8udou","self construal-dependence/independence","SCDP_16",4
"257","7ca8udou","self construal-dependence/independence","SCDP_17",5
"258","7ca8udou","self construal-dependence/independence","SCDP_18",5
"259","7ca8udou","self construal-dependence/independence","SCDP_19",5
"260","7ca8udou","self construal-dependence/independence","SCDP_20",5
"261","7ca8udou","self construal-dependence/independence","SCDP_21",5
"262","7ca8udou","self construal-dependence/independence","SCDP_22",6
"263","7ca8udou","self construal-dependence/independence","SCDP_23",4
"264","7ca8udou","self construal-dependence/independence","SCDP_24",5
"265","7ca8udou","self construal-dependence/independence","SCDP_25",5
"266","7ca8udou","self construal-dependence/independence","SCDP_26",5
"267","7ca8udou","self construal-dependence/independence","SCDP_27",6
"268","7ca8udou","self construal-dependence/independence","SCDP_28",5
"269","7ca8udou","self construal-dependence/independence","SCDP_29",5
"270","7ca8udou","self construal-dependence/independence","SCDP_30",2
"271","fbdvz2jm","self construal-dependence/independence","SCDP_1",5
"272","fbdvz2jm","self construal-dependence/independence","SCDP_2",6
"273","fbdvz2jm","self construal-dependence/independence","SCDP_3",6
"274","fbdvz2jm","self construal-dependence/independence","SCDP_4",5
"275","fbdvz2jm","self construal-dependence/independence","SCDP_5",4
"276","fbdvz2jm","self construal-dependence/independence","SCDP_6",7
"277","fbdvz2jm","self construal-dependence/independence","SCDP_7",6
"278","fbdvz2jm","self construal-dependence/independence","SCDP_8",6
"279","fbdvz2jm","self construal-dependence/independence","SCDP_9",3
"280","fbdvz2jm","self construal-dependence/independence","SCDP_10",6
"281","fbdvz2jm","self construal-dependence/independence","SCDP_11",4
"282","fbdvz2jm","self construal-dependence/independence","SCDP_12",2
"283","fbdvz2jm","self construal-dependence/independence","SCDP_13",4
"284","fbdvz2jm","self construal-dependence/independence","SCDP_14",6
"285","fbdvz2jm","self construal-dependence/independence","SCDP_15",2
"286","fbdvz2jm","self construal-dependence/independence","SCDP_16",6
"287","fbdvz2jm","self construal-dependence/independence","SCDP_17",5
"288","fbdvz2jm","self construal-dependence/independence","SCDP_18",5
"289","fbdvz2jm","self construal-dependence/independence","SCDP_19",7
"290","fbdvz2jm","self construal-dependence/independence","SCDP_20",4
"291","fbdvz2jm","self construal-dependence/independence","SCDP_21",4
"292","fbdvz2jm","self construal-dependence/independence","SCDP_22",6
"293","fbdvz2jm","self construal-dependence/independence","SCDP_23",4
"294","fbdvz2jm","self construal-dependence/independence","SCDP_24",5
"295","fbdvz2jm","self construal-dependence/independence","SCDP_25",4
"296","fbdvz2jm","self construal-dependence/independence","SCDP_26",5
"297","fbdvz2jm","self construal-dependence/independence","SCDP_27",4
"298","fbdvz2jm","self construal-dependence/independence","SCDP_28",6
"299","fbdvz2jm","self construal-dependence/independence","SCDP_29",3
"300","fbdvz2jm","self construal-dependence/independence","SCDP_30",5
"301","lcoa0ulz","self construal-dependence/independence","SCDP_1",4
"302","lcoa0ulz","self construal-dependence/independence","SCDP_2",6
"303","lcoa0ulz","self construal-dependence/independence","SCDP_3",1
"304","lcoa0ulz","self construal-dependence/independence","SCDP_4",3
"305","lcoa0ulz","self construal-dependence/independence","SCDP_5",3
"306","lcoa0ulz","self construal-dependence/independence","SCDP_6",4
"307","lcoa0ulz","self construal-dependence/independence","SCDP_7",4
"308","lcoa0ulz","self construal-dependence/independence","SCDP_8",1
"309","lcoa0ulz","self construal-dependence/independence","SCDP_9",7
"310","lcoa0ulz","self construal-dependence/independence","SCDP_10",6
"311","lcoa0ulz","self construal-dependence/independence","SCDP_11",2
"312","lcoa0ulz","self construal-dependence/independence","SCDP_12",2
"313","lcoa0ulz","self construal-dependence/independence","SCDP_13",7
"314","lcoa0ulz","self construal-dependence/independence","SCDP_14",6
"315","lcoa0ulz","self construal-dependence/independence","SCDP_15",1
"316","lcoa0ulz","self construal-dependence/independence","SCDP_16",1
"317","lcoa0ulz","self construal-dependence/independence","SCDP_17",2
"318","lcoa0ulz","self construal-dependence/independence","SCDP_18",4
"319","lcoa0ulz","self construal-dependence/independence","SCDP_19",5
"320","lcoa0ulz","self construal-dependence/independence","SCDP_20",7
"321","lcoa0ulz","self construal-dependence/independence","SCDP_21",3
"322","lcoa0ulz","self construal-dependence/independence","SCDP_22",2
"323","lcoa0ulz","self construal-dependence/independence","SCDP_23",1
"324","lcoa0ulz","self construal-dependence/independence","SCDP_24",3
"325","lcoa0ulz","self construal-dependence/independence","SCDP_25",4
"326","lcoa0ulz","self construal-dependence/independence","SCDP_26",1
"327","lcoa0ulz","self construal-dependence/independence","SCDP_27",6
"328","lcoa0ulz","self construal-dependence/independence","SCDP_28",2
"329","lcoa0ulz","self construal-dependence/independence","SCDP_29",7
"330","lcoa0ulz","self construal-dependence/independence","SCDP_30",1
"331","c10bu2ue","self construal-dependence/independence","SCDP_1",5
"332","c10bu2ue","self construal-dependence/independence","SCDP_2",6
"333","c10bu2ue","self construal-dependence/independence","SCDP_3",2
"334","c10bu2ue","self construal-dependence/independence","SCDP_4",4
"335","c10bu2ue","self construal-dependence/independence","SCDP_5",5
"336","c10bu2ue","self construal-dependence/independence","SCDP_6",7
"337","c10bu2ue","self construal-dependence/independence","SCDP_7",5
"338","c10bu2ue","self construal-dependence/independence","SCDP_8",6
"339","c10bu2ue","self construal-dependence/independence","SCDP_9",6
"340","c10bu2ue","self construal-dependence/independence","SCDP_10",7
"341","c10bu2ue","self construal-dependence/independence","SCDP_11",2
"342","c10bu2ue","self construal-dependence/independence","SCDP_12",5
"343","c10bu2ue","self construal-dependence/independence","SCDP_13",4
"344","c10bu2ue","self construal-dependence/independence","SCDP_14",6
"345","c10bu2ue","self construal-dependence/independence","SCDP_15",2
"346","c10bu2ue","self construal-dependence/independence","SCDP_16",2
"347","c10bu2ue","self construal-dependence/independence","SCDP_17",5
"348","c10bu2ue","self construal-dependence/independence","SCDP_18",4
"349","c10bu2ue","self construal-dependence/independence","SCDP_19",3
"350","c10bu2ue","self construal-dependence/independence","SCDP_20",1
"351","c10bu2ue","self construal-dependence/independence","SCDP_21",6
"352","c10bu2ue","self construal-dependence/independence","SCDP_22",5
"353","c10bu2ue","self construal-dependence/independence","SCDP_23",7
"354","c10bu2ue","self construal-dependence/independence","SCDP_24",2
"355","c10bu2ue","self construal-dependence/independence","SCDP_25",5
"356","c10bu2ue","self construal-dependence/independence","SCDP_26",6
"357","c10bu2ue","self construal-dependence/independence","SCDP_27",5
"358","c10bu2ue","self construal-dependence/independence","SCDP_28",7
"359","c10bu2ue","self construal-dependence/independence","SCDP_29",2
"360","c10bu2ue","self construal-dependence/independence","SCDP_30",6
"361","5zqcqbja","self construal-dependence/independence","SCDP_1",7
"362","5zqcqbja","self construal-dependence/independence","SCDP_2",5
"363","5zqcqbja","self construal-dependence/independence","SCDP_3",5
"364","5zqcqbja","self construal-dependence/independence","SCDP_4",5
"365","5zqcqbja","self construal-dependence/independence","SCDP_5",5
"366","5zqcqbja","self construal-dependence/independence","SCDP_6",7
"367","5zqcqbja","self construal-dependence/independence","SCDP_7",6
"368","5zqcqbja","self construal-dependence/independence","SCDP_8",5
"369","5zqcqbja","self construal-dependence/independence","SCDP_9",3
"370","5zqcqbja","self construal-dependence/independence","SCDP_10",3
"371","5zqcqbja","self construal-dependence/independence","SCDP_11",4
"372","5zqcqbja","self construal-dependence/independence","SCDP_12",1
"373","5zqcqbja","self construal-dependence/independence","SCDP_13",4
"374","5zqcqbja","self construal-dependence/independence","SCDP_14",5
"375","5zqcqbja","self construal-dependence/independence","SCDP_15",6
"376","5zqcqbja","self construal-dependence/independence","SCDP_16",4
"377","5zqcqbja","self construal-dependence/independence","SCDP_17",4
"378","5zqcqbja","self construal-dependence/independence","SCDP_18",4
"379","5zqcqbja","self construal-dependence/independence","SCDP_19",7
"380","5zqcqbja","self construal-dependence/independence","SCDP_20",4
"381","5zqcqbja","self construal-dependence/independence","SCDP_21",4
"382","5zqcqbja","self construal-dependence/independence","SCDP_22",7
"383","5zqcqbja","self construal-dependence/independence","SCDP_23",3
"384","5zqcqbja","self construal-dependence/independence","SCDP_24",4
"385","5zqcqbja","self construal-dependence/independence","SCDP_25",4
"386","5zqcqbja","self construal-dependence/independence","SCDP_26",5
"387","5zqcqbja","self construal-dependence/independence","SCDP_27",7
"388","5zqcqbja","self construal-dependence/independence","SCDP_28",5
"389","5zqcqbja","self construal-dependence/independence","SCDP_29",3
"390","5zqcqbja","self construal-dependence/independence","SCDP_30",4
"391","rjld64yp","self construal-dependence/independence","SCDP_1",7
"392","rjld64yp","self construal-dependence/independence","SCDP_2",7
"393","rjld64yp","self construal-dependence/independence","SCDP_3",6
"394","rjld64yp","self construal-dependence/independence","SCDP_4",7
"395","rjld64yp","self construal-dependence/independence","SCDP_5",6
"396","rjld64yp","self construal-dependence/independence","SCDP_6",7
"397","rjld64yp","self construal-dependence/independence","SCDP_7",7
"398","rjld64yp","self construal-dependence/independence","SCDP_8",5
"399","rjld64yp","self construal-dependence/independence","SCDP_9",4
"400","rjld64yp","self construal-dependence/independence","SCDP_10",6
"401","rjld64yp","self construal-dependence/independence","SCDP_11",4
"402","rjld64yp","self construal-dependence/independence","SCDP_12",6
"403","rjld64yp","self construal-dependence/independence","SCDP_13",4
"404","rjld64yp","self construal-dependence/independence","SCDP_14",5
"405","rjld64yp","self construal-dependence/independence","SCDP_15",6
"406","rjld64yp","self construal-dependence/independence","SCDP_16",1
"407","rjld64yp","self construal-dependence/independence","SCDP_17",7
"408","rjld64yp","self construal-dependence/independence","SCDP_18",7
"409","rjld64yp","self construal-dependence/independence","SCDP_19",7
"410","rjld64yp","self construal-dependence/independence","SCDP_20",1
"411","rjld64yp","self construal-dependence/independence","SCDP_21",7
"412","rjld64yp","self construal-dependence/independence","SCDP_22",7
"413","rjld64yp","self construal-dependence/independence","SCDP_23",7
"414","rjld64yp","self construal-dependence/independence","SCDP_24",5
"415","rjld64yp","self construal-dependence/independence","SCDP_25",6
"416","rjld64yp","self construal-dependence/independence","SCDP_26",4
"417","rjld64yp","self construal-dependence/independence","SCDP_27",7
"418","rjld64yp","self construal-dependence/independence","SCDP_28",5
"419","rjld64yp","self construal-dependence/independence","SCDP_29",5
"420","rjld64yp","self construal-dependence/independence","SCDP_30",3
"421","3qnbpkqy","self construal-dependence/independence","SCDP_1",5
"422","3qnbpkqy","self construal-dependence/independence","SCDP_2",5
"423","3qnbpkqy","self construal-dependence/independence","SCDP_3",5
"424","3qnbpkqy","self construal-dependence/independence","SCDP_4",4
"425","3qnbpkqy","self construal-dependence/independence","SCDP_5",6
"426","3qnbpkqy","self construal-dependence/independence","SCDP_6",5
"427","3qnbpkqy","self construal-dependence/independence","SCDP_7",6
"428","3qnbpkqy","self construal-dependence/independence","SCDP_8",3
"429","3qnbpkqy","self construal-dependence/independence","SCDP_9",3
"430","3qnbpkqy","self construal-dependence/independence","SCDP_10",5
"431","3qnbpkqy","self construal-dependence/independence","SCDP_11",5
"432","3qnbpkqy","self construal-dependence/independence","SCDP_12",2
"433","3qnbpkqy","self construal-dependence/independence","SCDP_13",3
"434","3qnbpkqy","self construal-dependence/independence","SCDP_14",4
"435","3qnbpkqy","self construal-dependence/independence","SCDP_15",3
"436","3qnbpkqy","self construal-dependence/independence","SCDP_16",2
"437","3qnbpkqy","self construal-dependence/independence","SCDP_17",5
"438","3qnbpkqy","self construal-dependence/independence","SCDP_18",3
"439","3qnbpkqy","self construal-dependence/independence","SCDP_19",3
"440","3qnbpkqy","self construal-dependence/independence","SCDP_20",2
"441","3qnbpkqy","self construal-dependence/independence","SCDP_21",3
"442","3qnbpkqy","self construal-dependence/independence","SCDP_22",4
"443","3qnbpkqy","self construal-dependence/independence","SCDP_23",3
"444","3qnbpkqy","self construal-dependence/independence","SCDP_24",5
"445","3qnbpkqy","self construal-dependence/independence","SCDP_25",5
"446","3qnbpkqy","self construal-dependence/independence","SCDP_26",4
"447","3qnbpkqy","self construal-dependence/independence","SCDP_27",5
"448","3qnbpkqy","self construal-dependence/independence","SCDP_28",4
"449","3qnbpkqy","self construal-dependence/independence","SCDP_29",2
"450","3qnbpkqy","self construal-dependence/independence","SCDP_30",4
"451","fnw3740u","self construal-dependence/independence","SCDP_1",1
"452","fnw3740u","self construal-dependence/independence","SCDP_2",1
"453","fnw3740u","self construal-dependence/independence","SCDP_3",6
